mapa\referencja,1,2,3,4,5,6,7
1,280,2,14,0,7,0,0
2,0,70,3,0,34,0,0
3,0,0,63,0,0,0,0
4,3,14,1,66,0,1,15
5,0,6,15,0,42,3,0
6,0,0,0,0,0,85,0
7,41,3,0,13,0,0,66
