mapa\referencja,1,2,3,4,5,6,7
1,246,4,6,0,7,0,0
2,0,34,0,0,15,4,0
3,7,0,58,0,0,0,0
4,36,26,2,78,0,0,33
5,1,28,26,0,57,0,0
6,0,1,1,0,4,84,0
7,34,2,3,1,0,1,48
