mapa\referencja,1,2,3,4,5,6,7
1,303,4,14,0,21,2,0
2,3,79,3,0,29,0,0
3,2,0,37,0,2,0,0
4,7,7,0,72,0,1,23
5,0,4,41,0,31,1,0
6,0,1,0,0,0,85,0
7,9,0,1,7,0,0,58
