mapa\referencja,1,2,3,4,5,6,7
1,249,2,11,0,9,0,0
2,0,70,2,0,25,0,0
3,0,0,68,0,0,0,0
4,0,6,0,68,0,1,29
5,0,7,12,0,48,3,0
6,0,0,0,0,1,85,0
7,75,10,3,11,0,0,52
