mapa\referencja,1,2,3,4,5,6,7
1,54,0,0,0,0,0,0
2,5,54,0,9,2,0,4
3,57,2,89,0,2,6,0
4,0,1,0,64,0,0,3
5,128,38,6,0,79,12,0
6,0,0,0,0,0,71,0
7,80,0,1,6,0,0,74
