mapa\referencja,1,2,3,4,5,6,7
1,269,15,6,1,2,0,0
2,17,63,2,0,57,5,0
3,7,0,59,0,2,0,0
4,31,10,2,69,0,1,25
5,0,4,26,0,15,0,0
6,0,3,1,0,7,83,0
7,0,0,0,9,0,0,56
