mapa\referencja,1,2,3,4,5,6,7
1,154,0,0,0,0,0,0
2,4,60,1,0,17,0,0
3,3,0,49,0,1,0,0
4,0,1,0,64,0,0,3
5,113,29,45,1,65,14,0
6,0,0,0,0,0,74,0
7,50,5,1,14,0,1,78
