mapa\referencja,1,2,3,4,5,6,7
1,293,16,12,1,14,0,0
2,5,63,8,0,43,5,0
3,2,0,56,0,0,0,0
4,21,9,1,72,0,1,21
5,0,6,18,0,21,0,0
6,0,1,1,0,5,83,0
7,3,0,0,6,0,0,60
