mapa\referencja,1,2,3,4,5,6,7
1,262,8,7,1,6,0,0
2,1,67,2,0,51,2,0
3,0,0,75,0,0,0,0
4,18,8,2,74,0,0,29
5,0,7,4,0,24,3,0
6,0,1,1,0,2,83,0
7,43,4,5,4,0,1,52
