mapa\referencja,1,2,3,4,5,6,7
1,1,0,0,0,0,0,0
2,296,74,22,0,21,0,14
3,0,1,27,0,4,0,0
4,17,4,1,72,3,5,13
5,7,15,45,0,55,4,0
6,0,1,1,0,0,80,0
7,3,0,0,7,0,0,54
