mapa\referencja,1,2,3,4,5,6,7
1,77,0,0,0,0,0,0
2,4,74,0,5,30,0,1
3,127,11,94,0,21,85,0
4,0,1,0,65,0,0,3
5,9,9,1,0,32,2,0
6,0,0,0,0,0,2,0
7,107,0,1,9,0,0,77
