mapa\referencja,1,2,3,4,5,6,7
1,278,12,9,1,8,0,0
2,1,65,2,0,41,4,0
3,0,0,76,0,1,0,0
4,20,9,1,77,0,1,34
5,0,6,4,0,31,1,0
6,0,1,1,0,2,83,0
7,25,2,3,1,0,0,47
