mapa\referencja,1,2,3,4,5,6,7
1,310,1,9,0,4,0,1
2,1,81,4,0,53,1,0
3,3,0,46,0,3,0,0
4,3,8,0,72,0,1,23
5,4,4,37,0,21,0,0
6,0,1,0,0,2,87,0
7,3,0,0,7,0,0,57
