mapa\referencja,1,2,3,4,5,6,7
1,304,21,11,2,7,0,0
2,0,58,2,0,45,6,0
3,1,0,76,0,3,0,0
4,3,6,1,71,0,0,4
5,0,7,4,0,26,1,0
6,0,1,1,0,2,81,0
7,16,2,1,6,0,1,77
