mapa\referencja,1,2,3,4,5,6,7
1,298,2,12,0,4,0,0
2,0,74,3,0,54,3,0
3,1,0,65,0,1,0,0
4,25,18,1,71,0,1,35
5,0,1,15,0,23,0,0
6,0,0,0,0,1,85,0
7,0,0,0,8,0,0,46
