mapa\referencja,1,2,3,4,5,6,7
1,23,7,0,0,26,6,0
2,188,63,9,0,16,0,0
3,0,0,54,0,5,0,0
4,0,1,0,75,0,0,19
5,2,11,20,0,36,1,0
6,0,1,0,0,0,81,0
7,111,12,13,4,0,1,62
