mapa\referencja,1,2,3,4,5,6,7
1,246,3,14,0,19,2,0
2,1,76,2,0,28,0,0
3,3,0,54,0,3,0,0
4,2,3,0,78,0,0,9
5,0,4,22,0,33,1,0
6,0,1,0,0,0,85,0
7,72,8,4,1,0,1,72
