mapa\referencja,1,2,3,4,5,6,7
1,298,5,13,0,3,0,0
2,7,73,4,0,54,1,0
3,0,0,31,0,2,0,0
4,8,12,0,71,0,1,23
5,4,4,47,0,22,0,0
6,0,1,0,0,2,87,0
7,7,0,1,8,0,0,58
