mapa\referencja,1,2,3,4,5,6,7
1,1,0,0,0,0,0,0
2,236,58,12,0,29,1,0
3,8,0,74,0,2,0,0
4,0,1,0,72,0,0,20
5,0,6,9,0,23,0,0
6,0,0,0,0,0,79,0
7,79,30,1,7,29,9,61
