mapa\referencja,1,2,3,4,5,6,7
1,1,0,0,0,0,1,0
2,314,81,25,1,51,0,13
3,0,1,28,0,4,0,0
4,7,9,0,72,10,1,13
5,0,3,42,0,17,0,0
6,0,1,1,0,1,87,0
7,2,0,0,6,0,0,55
