mapa\referencja,1,2,3,4,5,6,7
1,103,4,7,0,20,12,0
2,0,60,3,0,20,0,0
3,102,22,84,1,43,1,0
4,0,1,0,65,0,0,1
5,0,0,0,0,0,0,0
6,0,0,0,0,0,73,0
7,119,8,2,13,0,3,80
