mapa\referencja,1,2,4,5,6,7
1,21,0,0,0,0,0
2,23,65,0,13,0,0
4,1,1,77,4,0,19
5,158,17,0,66,3,0
6,0,1,0,0,85,0
7,121,11,2,0,1,62
