mapa\referencja,1,2,4,5,6,7
1,14,0,0,0,0,0
2,99,67,0,22,0,0
4,1,1,77,2,0,18
5,102,16,0,59,3,0
6,0,1,0,0,85,0
7,108,10,2,0,1,63
