mapa\referencja,1,2,4,5,6,7
1,248,17,0,17,3,0
2,0,45,0,7,0,0
4,1,1,77,2,2,34
5,1,17,0,57,0,0
6,0,1,0,0,83,0
7,74,14,2,0,1,47
