mapa\referencja,1,2,4,5,6,7
1,258,20,0,17,3,0
2,0,44,0,15,0,0
4,1,1,77,2,2,35
5,1,15,0,48,0,0
6,0,1,0,0,83,0
7,64,14,2,1,1,46
