mapa\referencja,1,2,4,5,6,7
1,250,17,0,15,3,0
2,0,44,0,7,0,0
4,1,1,77,2,3,34
5,1,18,0,58,0,0
6,0,1,0,0,83,0
7,72,14,2,1,0,47
