mapa\referencja,1,2,3,4,5,6,7
1,240,6,4,0,3,0,0
2,0,62,0,0,2,0,0
3,9,1,91,0,28,6,0
4,1,2,0,76,1,3,31
5,2,22,0,0,49,0,0
6,0,0,0,0,0,79,0
7,72,2,1,3,0,1,50
