mapa\referencja,1,2,3,4,5,6,7
1,248,4,4,1,2,0,2
2,0,54,0,0,3,1,1
3,9,2,91,0,33,6,0
4,0,4,0,77,0,0,33
5,2,23,0,0,44,0,0
6,0,1,0,0,0,82,0
7,65,7,1,1,1,0,45
