mapa\referencja,1,2,3,4,5,6,7
1,241,1,4,1,0,0,1
2,0,48,0,0,1,0,1
3,8,1,91,0,18,7,0
4,0,2,0,76,0,0,32
5,2,39,0,0,62,1,0
6,0,2,0,1,2,81,0
7,73,2,1,1,0,0,47
