mapa\referencja,1,2,3,4,5,6,7
1,233,2,3,1,2,0,0
2,0,44,0,0,1,0,0
3,9,0,89,0,4,1,0
4,0,1,0,75,0,1,30
5,2,39,3,0,76,6,0
6,0,1,0,0,0,81,0
7,80,8,1,3,0,0,51
