mapa\referencja,1,2,3,4,5,6,7
1,246,3,4,0,1,0,0
2,0,52,0,0,1,1,1
3,9,1,90,0,22,8,0
4,1,1,0,76,0,2,31
5,4,35,1,0,59,0,0
6,0,1,0,0,0,78,0
7,64,2,1,3,0,0,49
