mapa\referencja,1,2,3,4,5,6,7
1,242,3,4,1,1,0,0
2,0,44,0,0,1,0,0
3,8,1,91,0,18,3,0
4,1,1,0,76,0,1,31
5,2,37,0,0,62,2,0
6,0,1,0,0,0,83,0
7,71,8,1,2,1,0,50
