mapa\referencja,1,2,3,4,5,6
1,277,2,3,0,0,0
2,22,61,1,0,6,0
3,32,2,85,0,24,8
4,38,2,0,79,0,0
5,36,27,7,0,53,1
6,0,1,0,0,0,80
