mapa\referencja,1,2,3,4,5,6
1,273,3,4,3,0,0
2,5,55,1,0,4,0
3,13,0,84,0,3,0
4,15,1,0,73,0,0
5,99,36,7,3,76,8
6,0,0,0,0,0,81
