mapa\referencja,1,2,3,4,5,6
1,275,3,6,1,0,0
2,37,63,1,1,7,0
3,63,9,88,0,30,7
4,27,2,0,77,0,2
5,3,18,1,0,46,1
6,0,0,0,0,0,79
