mapa\referencja,1,2,3,4,5,6
1,304,4,3,1,1,0
2,0,24,1,0,2,0
3,1,0,67,0,1,0
4,18,1,0,73,0,0
5,82,66,25,5,79,9
6,0,0,0,0,0,80
