mapa\referencja,1,2,3,4,5,6
1,248,2,2,0,0,0
2,5,62,0,0,4,0
3,49,3,87,0,21,7
4,41,1,0,74,0,0
5,62,25,7,0,57,1
6,0,2,0,5,1,81
