mapa\referencja,1,2,3,4,5,6
1,280,4,4,0,0,0
2,0,37,0,0,4,0
3,3,0,84,0,17,3
4,33,1,0,77,0,0
5,89,51,8,1,60,1
6,0,2,0,1,2,85
