mapa\referencja,1,2,3,4,5,6
1,311,5,6,2,1,0
2,7,49,1,0,4,0
3,1,0,75,0,1,0
4,14,1,0,73,0,0
5,72,40,14,4,77,9
6,0,0,0,0,0,80
