mapa\referencja,1,2,3,4,5,6
1,255,3,6,0,0,0
2,5,61,0,0,4,0
3,53,3,85,1,17,3
4,28,1,0,78,0,0
5,64,26,5,0,59,1
6,0,1,0,0,3,85
