mapa\referencja,1,2,3,4,5,6
1,280,4,6,1,0,0
2,0,36,1,0,4,0
3,10,0,82,0,3,0
4,41,3,0,78,0,0
5,74,51,6,0,76,2
6,0,1,1,0,0,87
