mapa\referencja,1,2,3,4,5,6,7
1,278,8,8,0,8,0,0
2,0,56,0,0,22,5,0
3,7,2,67,0,1,0,0
4,1,5,0,70,0,0,26
5,3,23,19,1,45,1,1
6,0,1,1,0,7,83,0
7,35,0,1,8,0,0,54
