mapa\referencja,1,2,3,4,5,6,7
1,282,16,4,1,11,0,0
2,0,13,0,0,4,0,0
3,4,2,71,0,0,0,0
4,0,2,0,67,0,0,7
5,7,58,20,0,66,6,2
6,0,1,0,0,2,83,0
7,31,3,1,11,0,0,72
