mapa\referencja,1,2,3,4,5,6,7
1,257,1,16,0,6,0,0
2,14,82,3,4,35,0,0
3,0,0,66,0,3,2,0
4,1,2,0,62,0,0,5
5,0,2,6,0,14,0,0
6,0,5,0,0,25,86,0
7,52,3,5,13,0,1,76
