mapa\referencja,1,2,3,4,5,6,7
1,283,19,7,1,5,0,0
2,0,55,2,0,33,8,0
3,0,0,61,0,1,0,0
4,1,8,1,67,0,1,4
5,0,11,17,0,41,0,0
6,0,1,1,0,3,80,0
7,40,1,7,11,0,0,77
