mapa\referencja,1,2,3,4,5,6,7
1,253,1,9,0,4,0,0
2,5,74,3,0,30,0,0
3,5,0,68,0,3,0,0
4,1,7,0,70,0,0,5
5,0,6,13,0,46,1,0
6,0,1,0,0,0,87,0
7,60,6,3,9,0,1,76
