mapa\referencja,1,2,3,4,5,6,7
1,312,6,15,2,11,0,1
2,2,76,0,0,14,0,1
3,5,3,81,0,2,2,0
4,0,1,0,67,0,1,10
5,0,5,0,0,32,0,0
6,0,4,0,3,24,86,0
7,5,0,0,7,0,0,69
