mapa\referencja,1,2,3,4,5,6,7
1,244,10,3,1,6,0,0
2,9,68,3,0,38,1,0
3,23,1,77,0,4,0,0
4,2,7,0,68,0,1,3
5,0,7,9,0,32,4,0
6,0,1,1,0,3,83,0
7,46,1,3,10,0,0,78
