mapa\referencja,1,2,3,4,5,6,7
1,206,2,5,0,5,0,0
2,0,75,0,1,35,2,0
3,1,2,75,0,2,0,0
4,0,0,0,50,0,0,0
5,0,9,9,0,38,4,0
6,0,1,1,0,2,83,0
7,117,6,6,28,1,0,81
