mapa\referencja,1,2,3,4,5,6,7
1,261,2,11,0,8,0,0
2,2,68,1,1,15,0,0
3,3,0,77,0,1,0,0
4,0,5,0,68,0,1,13
5,0,12,5,0,59,3,0
6,0,1,0,0,0,85,0
7,58,7,2,10,0,0,68
