mapa\referencja,1,2,3,4,5,6,7
1,248,2,10,0,10,0,0
2,1,71,4,1,21,0,0
3,1,0,74,0,0,0,0
4,0,5,0,70,0,1,22
5,0,8,6,0,51,3,0
6,0,0,0,0,1,85,0
7,74,9,2,8,0,0,59
