mapa\referencja,1,2,3,4,5,6,7
1,256,2,10,0,8,0,0
2,2,68,1,1,14,0,0
3,4,0,83,0,2,0,0
4,0,6,0,70,0,1,20
5,0,13,0,0,57,1,0
6,0,1,0,0,2,87,0
7,62,5,2,8,0,0,61
