mapa\referencja,1,2,3,4,5,6,7
1,291,17,17,2,19,0,0
2,0,60,0,1,24,3,0
3,0,3,61,0,2,0,0
4,0,0,0,56,0,0,3
5,0,9,14,1,35,3,0
6,0,1,1,0,2,83,0
7,33,5,3,19,1,0,78
