mapa\referencja,1,2,3,4,5,6,7
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,291,92,92,14,82,87,24
5,33,3,4,65,1,2,57
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
