mapa\referencja,1,2,3,4,5,6,7
1,37,0,0,0,0,0,0
2,1,28,0,0,2,0,4
3,173,5,94,6,8,16,14
4,3,2,0,72,0,0,36
5,48,60,2,1,73,1,0
6,0,0,0,0,0,72,0
7,62,0,0,0,0,0,27
