mapa\referencja,1,2,3,4,5,6,7
1,245,1,6,0,3,0,0
2,8,77,1,1,16,0,0
3,7,0,72,0,4,0,0
4,0,3,0,70,0,0,6
5,0,9,13,0,60,2,0
6,0,1,0,0,0,86,0
7,64,4,4,8,0,1,75
