mapa\referencja,1,2,3,4,5,6,7
1,305,16,10,3,9,0,4
2,0,18,0,0,1,0,0
3,9,1,69,0,1,3,0
4,0,3,0,63,0,0,29
5,4,51,17,0,51,4,3
6,0,6,0,7,21,82,0
7,6,0,0,6,0,0,45
