mapa\referencja,1,2,3,4,5,6,7
1,249,1,8,0,3,0,0
2,9,78,1,0,25,0,0
3,6,0,73,0,3,0,0
4,0,3,0,69,0,0,5
5,0,7,11,0,50,1,0
6,0,1,0,0,2,87,0
7,60,5,3,10,0,1,76
