mapa\referencja,1,2,3,4,5,6,7
1,261,1,7,0,5,0,0
2,12,71,3,0,36,0,0
3,4,0,66,0,4,0,0
4,0,5,0,69,0,1,8
5,3,12,17,0,35,0,0
6,0,1,0,0,3,88,0
7,44,5,3,10,0,0,73
