mapa\referencja,1,2,3,4,5,6,7
1,208,20,3,1,13,0,0
2,5,28,2,0,36,6,0
3,52,1,85,0,5,0,0
4,4,5,1,68,0,0,7
5,55,40,4,2,27,2,6
6,0,1,1,0,2,81,0
7,0,0,0,8,0,0,68
