mapa\referencja,1,2,3,4,5,6,7
1,189,1,6,0,4,0,0
2,0,68,0,0,11,0,1
3,1,2,70,0,1,2,0
4,0,0,0,65,0,0,7
5,0,16,13,0,42,1,1
6,0,5,0,5,24,86,0
7,134,3,7,9,1,0,72
