mapa\referencja,1,2,3,4,5,6,7
1,36,0,0,0,0,0,0
2,2,27,0,0,2,0,3
3,180,4,94,6,8,16,13
4,3,2,0,72,0,0,37
5,46,62,2,1,73,1,0
6,0,0,0,0,0,72,0
7,57,0,0,0,0,0,28
