mapa\referencja,1,2,3,4,5,6,7
1,259,1,12,0,5,0,0
2,1,68,3,0,22,0,0
3,1,0,75,0,0,0,0
4,0,5,0,69,0,1,27
5,0,10,3,0,56,3,0
6,0,0,0,0,0,85,0
7,63,11,3,10,0,0,54
