mapa\referencja,1,2,3,4,5,6,7
1,5,0,4,0,0,0,0
2,9,59,0,0,6,0,1
3,46,16,75,1,23,8,5
4,1,0,0,70,0,0,22
5,123,17,13,0,53,1,2
6,17,2,0,4,1,80,0
7,123,1,4,4,0,0,51
